timestamp,height,latency,txIdx
1.737615650087e+12,21,1271,0
1.737615650146e+12,21,1212,1
1.737615650143e+12,21,1215,2
1.737615650089e+12,21,1269,3
1.737615650146e+12,21,1212,4
1.737615650086e+12,21,1272,5
1.737615650146e+12,21,1212,6
1.737615650146e+12,21,1212,7
1.737615650173e+12,21,1185,8
1.737615650165e+12,21,1193,9
1.737615650164e+12,21,1194,10
1.737615650146e+12,21,1212,11
1.737615650087e+12,21,1271,12
1.737615650146e+12,21,1212,13
1.737615650146e+12,21,1212,14
1.737615650175e+12,21,1183,15
1.737615650165e+12,21,1193,16
1.73761565018e+12,21,1178,17
1.73761565017e+12,21,1188,18
1.737615650146e+12,21,1212,19
1.737615650146e+12,21,1212,20
1.737615650197e+12,21,1161,21
1.737615650146e+12,21,1212,22
1.737615650143e+12,21,1215,23
1.737615650146e+12,21,1212,24
1.737615650146e+12,21,1212,25
1.737615650146e+12,21,1212,26
1.737615650146e+12,21,1212,27
1.737615650146e+12,21,1212,28
1.737615650146e+12,21,1212,29
1.73761565015e+12,21,1208,30
1.737615650161e+12,21,1197,31
1.737615650168e+12,21,1190,32
1.737615650184e+12,21,1174,33
1.737615650178e+12,21,1180,34
1.737615650087e+12,21,1271,35
1.737615650146e+12,21,1212,36
1.737615650146e+12,21,1212,37
1.73761565016e+12,21,1198,38
1.73761565018e+12,21,1178,39
1.737615650146e+12,21,1212,40
1.737615650175e+12,21,1183,41
1.737615650084e+12,21,1274,42
1.737615650167e+12,21,1191,43
1.737615650146e+12,21,1212,44
1.737615650146e+12,21,1212,45
1.737615650186e+12,21,1172,46
1.737615650153e+12,21,1205,47
1.737615650162e+12,21,1196,48
1.737615650194e+12,21,1164,49
1.737615650146e+12,21,1212,50
1.737615650088e+12,21,1270,51
1.737615650146e+12,21,1212,52
1.737615650146e+12,21,1212,53
1.737615650146e+12,21,1212,54
1.737615650146e+12,21,1212,55
1.737615650146e+12,21,1212,56
1.737615650146e+12,21,1212,57
1.737615650088e+12,21,1270,58
1.737615650146e+12,21,1212,59
1.737615650164e+12,21,1194,60
1.737615650186e+12,21,1172,61
1.737615650156e+12,21,1202,62
1.737615650145e+12,21,1213,63
1.737615650146e+12,21,1212,64
1.737615650146e+12,21,1212,65
1.737615650086e+12,21,1272,66
1.737615650146e+12,21,1212,67
1.737615650146e+12,21,1212,68
1.737615650089e+12,21,1269,69
1.737615650086e+12,21,1272,70
1.737615650146e+12,21,1212,71
1.737615650089e+12,21,1269,72
1.737615650146e+12,21,1212,73
1.737615650146e+12,21,1212,74
1.737615650087e+12,21,1271,75
1.737615650146e+12,21,1212,76
1.737615650146e+12,21,1212,77
1.737615650146e+12,21,1212,78
1.737615650146e+12,21,1212,79
1.737615650146e+12,21,1212,80
1.737615650146e+12,21,1212,81
1.737615650146e+12,21,1212,82
1.737615650146e+12,21,1212,83
1.737615650146e+12,21,1212,84
1.737615650146e+12,21,1212,85
1.737615650146e+12,21,1212,86
1.737615650142e+12,21,1216,87
1.737615650145e+12,21,1213,88
1.737615650189e+12,21,1169,89
1.737615650159e+12,21,1199,90
1.737615650146e+12,21,1212,91
1.737615650087e+12,21,1271,92
1.73761565016e+12,21,1198,93
1.737615650145e+12,21,1213,94
1.737615650146e+12,21,1212,95
1.737615650146e+12,21,1212,96
1.737615650185e+12,21,1173,97
1.737615650146e+12,21,1212,98
1.737615650158e+12,21,1200,99
1.737615650146e+12,21,1212,100
1.737615650183e+12,21,1175,101
1.737615650146e+12,21,1212,102
1.737615650142e+12,21,1216,103
1.737615650147e+12,21,1211,104
1.737615650146e+12,21,1212,105
1.737615650142e+12,21,1216,106
1.737615650086e+12,21,1272,107
1.737615650146e+12,21,1212,108
1.737615650087e+12,21,1271,109
1.737615650146e+12,21,1212,110
1.737615650149e+12,21,1209,111
1.737615650151e+12,21,1207,112
1.737615650148e+12,21,1210,113
1.737615650174e+12,21,1184,114
1.737615650146e+12,21,1212,115
1.737615650146e+12,21,1212,116
1.737615650146e+12,21,1212,117
1.737615650087e+12,21,1271,118
1.737615650184e+12,21,1174,119
1.737615650167e+12,21,1191,120
1.737615650179e+12,21,1179,121
1.737615650167e+12,21,1191,122
1.737615650146e+12,21,1212,123
1.737615650178e+12,21,1180,124
1.737615650158e+12,21,1200,125
1.737615650149e+12,21,1209,126
1.737615650142e+12,21,1216,127
1.737615650145e+12,21,1213,128
1.737615650164e+12,21,1194,129
1.737615650161e+12,21,1197,130
1.737615650173e+12,21,1185,131
1.737615650146e+12,21,1212,132
1.737615650187e+12,21,1171,133
1.73761565017e+12,21,1188,134
1.737615650168e+12,21,1190,135
1.737615650174e+12,21,1184,136
1.737615650163e+12,21,1195,137
1.737615650172e+12,21,1186,138
1.737615650161e+12,21,1197,139
1.737615650182e+12,21,1176,140
1.737615650142e+12,21,1216,141
1.737615650087e+12,21,1271,142
1.737615650181e+12,21,1177,143
1.737615650155e+12,21,1203,144
1.737615650192e+12,21,1166,145
1.737615650142e+12,21,1216,146
1.737615650146e+12,21,1212,147
1.737615650174e+12,21,1184,148
1.737615650183e+12,21,1175,149
1.737615650146e+12,21,1212,150
1.737615650146e+12,21,1212,151
1.737615650161e+12,21,1197,152
1.737615650199e+12,21,1159,153
1.737615650183e+12,21,1175,154
1.737615650146e+12,21,1212,155
1.737615650146e+12,21,1212,156
1.737615650146e+12,21,1212,157
1.737615650154e+12,21,1204,158
1.737615650146e+12,21,1212,159
1.737615650192e+12,21,1166,160
1.737615650146e+12,21,1212,161
1.737615650165e+12,21,1193,162
1.737615650146e+12,21,1212,163
1.73761565018e+12,21,1178,164
1.737615650146e+12,21,1212,165
1.737615650146e+12,21,1212,166
1.73761565016e+12,21,1198,167
1.737615650146e+12,21,1212,168
1.737615650155e+12,21,1203,169
1.737615650153e+12,21,1205,170
1.737615650183e+12,21,1175,171
1.737615650191e+12,21,1167,172
1.737615650178e+12,21,1180,173
1.737615650168e+12,21,1190,174
1.737615650146e+12,21,1212,175
1.737615650146e+12,21,1212,176
1.737615650171e+12,21,1187,177
1.737615650185e+12,21,1173,178
1.737615650169e+12,21,1189,179
1.737615650148e+12,21,1210,180
1.737615650198e+12,21,1160,181
1.737615650169e+12,21,1189,182
1.737615650158e+12,21,1200,183
1.73761565016e+12,21,1198,184
1.737615650197e+12,21,1161,185
1.737615650142e+12,21,1216,186
1.737615650166e+12,21,1192,187
1.737615650146e+12,21,1212,188
1.737615650185e+12,21,1173,189
1.737615650186e+12,21,1172,190
1.737615650178e+12,21,1180,191
1.737615650175e+12,21,1183,192
1.737615650194e+12,21,1164,193
1.737615650171e+12,21,1187,194
1.737615650179e+12,21,1179,195
1.737615650171e+12,21,1187,196
1.737615650181e+12,21,1177,197
1.737615650174e+12,21,1184,198
1.737615650176e+12,21,1182,199
1.737615650146e+12,21,1212,200
1.737615650152e+12,21,1206,201
1.737615650179e+12,21,1179,202
1.737615650148e+12,21,1210,203
1.737615650146e+12,21,1212,204
1.737615650172e+12,21,1186,205
1.737615650143e+12,21,1215,206
1.737615650157e+12,21,1201,207
1.737615650146e+12,21,1212,208
1.737615650146e+12,21,1212,209
1.737615650087e+12,21,1271,210
1.737615650145e+12,21,1213,211
1.737615650146e+12,21,1212,212
1.737615650146e+12,21,1212,213
1.737615650146e+12,21,1212,214
1.737615650146e+12,21,1212,215
1.737615650189e+12,21,1169,216
1.737615650188e+12,21,1170,217
1.737615650184e+12,21,1174,218
1.737615650178e+12,21,1180,219
1.737615650086e+12,21,1272,220
1.737615650177e+12,21,1181,221
1.737615650158e+12,21,1200,222
1.737615650159e+12,21,1199,223
1.737615650185e+12,21,1173,224
1.737615650187e+12,21,1171,225
1.737615650146e+12,21,1212,226
1.737615650146e+12,21,1212,227
1.737615650188e+12,21,1170,228
1.737615650174e+12,21,1184,229
1.737615650146e+12,21,1212,230
1.737615650162e+12,21,1196,231
1.737615650183e+12,21,1175,232
1.737615650167e+12,21,1191,233
1.737615650146e+12,21,1212,234
1.737615650172e+12,21,1186,235
1.73761565019e+12,21,1168,236
1.737615650146e+12,21,1212,237
1.737615650165e+12,21,1193,238
1.737615650171e+12,21,1187,239
1.737615650166e+12,21,1192,240
1.737615650146e+12,21,1212,241
1.737615650162e+12,21,1196,242
1.737615650174e+12,21,1184,243
1.737615650172e+12,21,1186,244
1.737615650192e+12,21,1166,245
1.737615650152e+12,21,1206,246
1.737615650171e+12,21,1187,247
1.737615650146e+12,21,1212,248
1.737615650196e+12,21,1162,249
1.737615650146e+12,21,1212,250
1.737615650086e+12,21,1272,251
1.737615650146e+12,21,1212,252
1.737615650086e+12,21,1272,253
1.737615650158e+12,21,1200,254
1.737615650162e+12,21,1196,255
1.73761565017e+12,21,1188,256
1.737615650146e+12,21,1212,257
1.737615650146e+12,21,1212,258
1.737615650146e+12,21,1212,259
1.737615650146e+12,21,1212,260
1.737615650179e+12,21,1179,261
1.737615650175e+12,21,1183,262
1.737615650177e+12,21,1181,263
1.737615650164e+12,21,1194,264
1.737615650143e+12,21,1215,265
1.737615650087e+12,21,1271,266
1.73761565018e+12,21,1178,267
1.737615650146e+12,21,1212,268
1.737615650146e+12,21,1212,269
1.737615650146e+12,21,1212,270
1.737615650172e+12,21,1186,271
1.737615650146e+12,21,1212,272
1.737615650173e+12,21,1185,273
1.737615650148e+12,21,1210,274
1.737615650184e+12,21,1174,275
1.737615650187e+12,21,1171,276
1.737615650147e+12,21,1211,277
1.737615650177e+12,21,1181,278
1.737615650151e+12,21,1207,279
1.737615650183e+12,21,1175,280
1.73761565019e+12,21,1168,281
1.737615650146e+12,21,1212,282
1.737615650157e+12,21,1201,283
1.73761565018e+12,21,1178,284
1.737615650195e+12,21,1163,285
1.737615650181e+12,21,1177,286
1.737615650159e+12,21,1199,287
1.73761565019e+12,21,1168,288
1.737615650182e+12,21,1176,289
1.737615650181e+12,21,1177,290
1.737615650174e+12,21,1184,291
1.737615650179e+12,21,1179,292
1.737615650146e+12,21,1212,293
1.737615650148e+12,21,1210,294
1.737615650165e+12,21,1193,295
1.737615650088e+12,21,1270,296
1.737615650146e+12,21,1212,297
1.737615650172e+12,21,1186,298
1.737615650148e+12,21,1210,299
1.737615650087e+12,21,1271,300
1.737615650159e+12,21,1199,301
1.737615650164e+12,21,1194,302
1.737615650142e+12,21,1216,303
1.73761565017e+12,21,1188,304
1.737615650142e+12,21,1216,305
1.737615650169e+12,21,1189,306
1.737615650155e+12,21,1203,307
1.737615650169e+12,21,1189,308
1.737615650191e+12,21,1167,309
1.737615650146e+12,21,1212,310
1.73761565017e+12,21,1188,311
1.737615650152e+12,21,1206,312
1.737615650189e+12,21,1169,313
1.737615650155e+12,21,1203,314
1.737615650175e+12,21,1183,315
1.737615650167e+12,21,1191,316
1.737615650191e+12,21,1167,317
1.737615650167e+12,21,1191,318
1.737615650168e+12,21,1190,319
1.737615650177e+12,21,1181,320
1.737615650151e+12,21,1207,321
1.737615650183e+12,21,1175,322
1.737615650146e+12,21,1212,323
1.737615650163e+12,21,1195,324
1.737615650195e+12,21,1163,325
1.737615650146e+12,21,1212,326
1.737615650086e+12,21,1272,327
1.737615650193e+12,21,1165,328
1.737615650162e+12,21,1196,329
1.737615650162e+12,21,1196,330
1.737615650163e+12,21,1195,331
1.737615650146e+12,21,1212,332
1.737615650157e+12,21,1201,333
1.737615650176e+12,21,1182,334
1.737615650166e+12,21,1192,335
1.737615650158e+12,21,1200,336
1.737615650145e+12,21,1213,337
1.73761565018e+12,21,1178,338
1.737615650152e+12,21,1206,339
1.737615650146e+12,21,1212,340
1.737615650139e+12,21,1219,341
1.737615650086e+12,21,1272,342
1.737615650086e+12,21,1272,343
1.737615650146e+12,21,1212,344
1.737615650141e+12,21,1217,345
1.737615650153e+12,21,1205,346
1.737615650185e+12,21,1173,347
1.737615650086e+12,21,1272,348
1.737615650193e+12,21,1165,349
1.737615650145e+12,21,1213,350
1.737615650143e+12,21,1215,351
1.737615650157e+12,21,1201,352
1.73761565015e+12,21,1208,353
1.737615650177e+12,21,1181,354
1.737615650176e+12,21,1182,355
1.737615650181e+12,21,1177,356
1.737615650087e+12,21,1271,357
1.737615650166e+12,21,1192,358
1.737615650181e+12,21,1177,359
1.737615650186e+12,21,1172,360
1.737615650173e+12,21,1185,361
1.737615650145e+12,21,1213,362
1.737615650179e+12,21,1179,363
1.737615650144e+12,21,1214,364
1.737615650169e+12,21,1189,365
1.737615650187e+12,21,1171,366
1.737615650087e+12,21,1271,367
1.737615650143e+12,21,1215,368
1.737615650146e+12,21,1212,369
1.737615650188e+12,21,1170,370
1.737615650154e+12,21,1204,371
1.737615650153e+12,21,1205,372
1.737615650146e+12,21,1212,373
1.737615650176e+12,21,1182,374
1.737615650083e+12,21,1275,375
1.737615650184e+12,21,1174,376
1.737615650148e+12,21,1210,377
1.737615650182e+12,21,1176,378
1.73761565015e+12,21,1208,379
1.737615650188e+12,21,1170,380
1.737615650166e+12,21,1192,381
1.737615650179e+12,21,1179,382
1.737615650182e+12,21,1176,383
1.737615650161e+12,21,1197,384
1.73761565017e+12,21,1188,385
1.737615650143e+12,21,1215,386
1.737615650169e+12,21,1189,387
1.737615650144e+12,21,1214,388
1.737615650154e+12,21,1204,389
1.737615650157e+12,21,1201,390
1.737615650146e+12,21,1212,391
1.737615650176e+12,21,1182,392
1.737615650165e+12,21,1193,393
1.737615650173e+12,21,1185,394
1.737615650182e+12,21,1176,395
1.737615650185e+12,21,1173,396
1.73761565016e+12,21,1198,397
1.737615650146e+12,21,1212,398
1.737615650146e+12,21,1212,399
1.737615651054e+12,22,1400,400
1.737615651096e+12,22,1358,401
1.737615651085e+12,22,1369,402
1.737615651061e+12,22,1393,403
1.737615651135e+12,22,1319,404
1.737615651155e+12,22,1299,405
1.737615651157e+12,22,1297,406
1.737615651079e+12,22,1375,407
1.737615651166e+12,22,1288,408
1.737615651112e+12,22,1342,409
1.737615651103e+12,22,1351,410
1.737615651063e+12,22,1391,411
1.737615651058e+12,22,1396,412
1.737615651169e+12,22,1285,413
1.737615651106e+12,22,1348,414
1.737615651128e+12,22,1326,415
1.7376156511e+12,22,1354,416
1.737615651124e+12,22,1330,417
1.737615651093e+12,22,1361,418
1.737615651062e+12,22,1392,419
1.737615651126e+12,22,1328,420
1.73761565115e+12,22,1304,421
1.737615651128e+12,22,1326,422
1.737615651103e+12,22,1351,423
1.737615651055e+12,22,1399,424
1.737615651099e+12,22,1355,425
1.737615651165e+12,22,1289,426
1.737615651101e+12,22,1353,427
1.737615651125e+12,22,1329,428
1.737615651097e+12,22,1357,429
1.737615651154e+12,22,1300,430
1.737615651129e+12,22,1325,431
1.73761565111e+12,22,1344,432
1.737615651156e+12,22,1298,433
1.737615651086e+12,22,1368,434
1.737615651137e+12,22,1317,435
1.737615651142e+12,22,1312,436
1.7376156511e+12,22,1354,437
1.737615651132e+12,22,1322,438
1.737615651125e+12,22,1329,439
1.737615651057e+12,22,1397,440
1.737615651116e+12,22,1338,441
1.737615651101e+12,22,1353,442
1.737615651126e+12,22,1328,443
1.737615651084e+12,22,1370,444
1.737615651151e+12,22,1303,445
1.737615651121e+12,22,1333,446
1.737615651117e+12,22,1337,447
1.737615651062e+12,22,1392,448
1.737615651162e+12,22,1292,449
1.737615651119e+12,22,1335,450
1.737615651076e+12,22,1378,451
1.737615651056e+12,22,1398,452
1.737615651167e+12,22,1287,453
1.73761565116e+12,22,1294,454
1.737615651068e+12,22,1386,455
1.737615651105e+12,22,1349,456
1.737615651174e+12,22,1280,457
1.737615651162e+12,22,1292,458
1.737615651119e+12,22,1335,459
1.737615651059e+12,22,1395,460
1.737615651134e+12,22,1320,461
1.737615651149e+12,22,1305,462
1.737615651104e+12,22,1350,463
1.737615651066e+12,22,1388,464
1.737615651154e+12,22,1300,465
1.737615651161e+12,22,1293,466
1.737615651106e+12,22,1348,467
1.737615651127e+12,22,1327,468
1.737615651157e+12,22,1297,469
1.737615651142e+12,22,1312,470
1.737615651146e+12,22,1308,471
1.737615651103e+12,22,1351,472
1.73761565112e+12,22,1334,473
1.737615651135e+12,22,1319,474
1.737615651105e+12,22,1349,475
1.737615651104e+12,22,1350,476
1.737615651219e+12,22,1235,477
1.737615651129e+12,22,1325,478
1.737615651113e+12,22,1341,479
1.737615651107e+12,22,1347,480
